##########################################################################################################################################################
# msr/original/MSRvid.train.txt - 750
##########################################################################################################################################################
Someone is stirring noodles in the water	Noodles are being boiled in water by a woman	y	4
A woman is boiling noodles in water	Someone is stirring noodles in the water	y	4.2
The women are singing and dancing	The persons are singing and dancing	y	4.5
The women are not singing and dancing	The women are singing and dancing	y	3.9
Two women are dancing and singing in front of many people	The women are singing and dancing	y	4.5
Two men are dancing and singing in front of a crowd	The women are singing and dancing	y	3.1
The women are not singing and dancing	Two women are dancing and singing in front of a crowd	y	3.6
A lemur is biting a person's finger	An animal is biting someone's finger	y	4.4
An animal is biting a person's finger	An animal is biting someone's finger	y	5
A lemur is licking a person's finger	An animal is biting someone's finger	y	3.3
A man is skateboarding on a half pipe	A girl is skateboarding on a half pipe	y	3.835
A skateboarder is doing acrobatics on a half pipe	A man is skateboarding on a half pipe	y	3.9
A man is skateboarding on a half pipe	A skateboarder is falling off a half pipe	y	3.6
A girl is skateboarding on a half pipe	A skateboarder is doing tricks on a half pipe	y	4
A skateboarder is doing tricks on a half pipe	A man is skateboarding on a half pipe	y	4.4
A big dog is running on the ground	A dog is running on the ground	y	4.2
A girl is tapping her fingernails	A boy is tapping his fingernails	y	3.685
A dog is sitting on the ground	A girl is tapping her fingernails	n	1
A dog is running on the ground	A girl is tapping her fingernails	n	1
A man and a woman are driving down the street in a jeep	Two persons are driving down the street in a jeep	y	4.5
A man and a woman are driving down the street in a jeep	A man and a woman are not driving down the street in a jeep	y	4.4
A man and a woman are driving down the road in an open-air vehicle	Two persons are driving down the street in a jeep	y	4.1
A man and a woman are not driving down the street in a jeep	A man and a woman are driving down the road in an open-air vehicle	y	4.4
A man and a woman are driving down the street in a jeep	A man and a woman are driving down the road in a car	y	4.3
Ingredients are being poured into a bowl by a woman	A woman is pouring ingredients into a bowl	y	4.815
There is no woman pouring ingredients into a bowl	A woman is pouring ingredients into a bowl	y	4
The chef is seasoning the oil	The woman is seasoning the oil	y	4.1
Ingredients are being poured into a bowl by a woman	The woman is seasoning the oil	y	3.3
A person is riding a horse	Potatoes are being sliced by a woman	n	1
A person is riding a horse	There is no woman slicing potatoes	n	1
A woman is slicing potatoes	A person is riding a horse	n	1
The man is training	The man is doing exercises	y	3.9
Two men are hugging	The man is doing exercises	n	1.4
Two men are fighting	The man is doing exercises	n	2
A man is putting vegetables into a pot	Someone is adding ingredients to a pot	y	4.3
Nobody is pouring ingredients into a pot	A man is putting vegetables into a pot	y	3.6
The man is standing on a rocky mountain and gray clouds are in the background	The man is standing on a mountain, which is rocky, and gray clouds are in the background	y	4.7
A person with a back pack, who is topless, is in front of a pile of rocks and clouds are in the background	A topless person with a back pack is in front of a pile of rocks and clouds are in the background	y	5
A topless person with a back pack is in front of a pile of rocks and clouds are in the background	A fully dressed person is behind a pile of rocks and a clear sky is in the background	y	2.7
The man is standing on a rocky mountain and gray clouds are in the background	A fully dressed person is behind a pile of rocks and a clear sky is in the background	y	3
The man is standing on a rocky mountain and gray clouds are in the background	A black topless person is packing a pile of rocks and a front of clouds are in the background	y	2.9
The dog is catching a ball	A dog is catching a ball	y	5
A dog is catching a ball	A dog is furiously chasing a ball through dirt	y	4.1
A dog is chasing a ball through dirt	A dog is catching a ball	y	3.4
A child, who has blond hair, is holding a yellow bottle	A blond child is holding a yellow bottle	y	4.9
A blond child is holding a yellow bottle	There is no blond child holding a yellow bottle	y	3.7
A child, who has blond hair, is holding a yellow bottle	A boy in a blue shirt has dirt on his face	n	1.5
A boy in a blue dyed shirt has dirt on his face	A blond child is holding a yellow bottle	n	1.1
A blond child is holding a yellow bottle	A boy has a blue face and dirt on the shirt	n	1.8
The man in a hat suited for cowboys is walking through a market and is putting a hand in his pocket	The man in a cowboy hat is walking through a market and is putting a hand in his pocket	y	4.8
The man in a cowboy hat is walking through a market and is putting a hand in his pocket	The man in a cowboy hat is not walking through a market and is not putting a hand in his pocket	y	3.6
The man in a hat suited for cowboys is walking through a market and is putting a hand in his pocket	A man in a hat is walking through a store	y	3.9
A man in a hat is walking through a store	The man in a cowboy hat is not walking through a market and is not putting a hand in his pocket	n	2.5
A man in a hat is pacing through a store	The man in a cowboy hat is walking through a market and is putting a hand in his pocket	y	3.1
A man in a hat is walking through a store	The man in a cowboy hat is walking through a market and is putting a hand in his pocket	y	4.1
A large white crane is flying near the water	A crane, which is large and white, is flying near the water	y	4.9
A white bird is swiftly taking off from the water	A white bird is landing swiftly in the water	y	3.6
The land near a white bird is being watered swiftly	A white bird is landing swiftly in the water	y	2.9
The white bird is landing swiftly in the water	A large white crane is flying near the water	y	3.5
A large white crane is flying near the water	A white bird is swiftly taking off from the water	y	4.1
The land near a white bird is being watered swiftly	A large white crane is flying near the water	n	2.2
A white bird is landing swiftly in the water	A crane, which is large and white, is flying near the water	y	4.2
A large white crane is flying far above the water	A white bird is landing swiftly in the water	y	2.9
A dog with golden fur is in the water	A dog with a golden coat is in the water	y	4.9
A dog with golden fur is in the water	A brown dog is calmly standing in the water	y	3.915
The girl is carrying a sign and a group of people is following her	The girl is carrying a sign and is being followed by a group of people	y	4.9
The girl is carrying a sign and a group of people is following her	The girl is not carrying a sign and no group of people is following her	y	3.7
One man in a big city is holding up a sign and begging for money	A man in a big city is holding a sign and begging for money	y	5
A man in a big city is holding a sign and begging for money	A man in a small city is doing charity work	y	2.8
A homeless man is holding up a sign and is begging for money	A homeless man is holding up a sign and is pitifully begging for money	y	4.9
A man in a big city is holding a sign and begging for money	A homeless man is putting down a sign and refusing some charity	y	3
A homeless man is holding up a sign and is begging for money	A man in a small city is doing charity work	n	2.4
A dog is chasing the tail of an animal in the grass	The tail of an animal is being chasing by a dog in the grass	y	4.9
A dog is walking away from the tail of an animal in the grass	A dog is chasing the tail of an animal in the grass	y	3.1
A small dog is chasing a large brown cow	The tail of an animal is being chasing by a dog in the grass	y	2.9
A small dog is chasing a large brown cow	A dog is walking away from the tail of an animal in the grass	n	2.5
There is no small dog chasing a large brown cow	A dog is chasing the tail of an animal in the grass	y	3.3
The small child is wading through the water and is being guided by another person	The small child is not wading through the water and is not being guided by another person	y	4.5
A young child is splashing in the water	There is no young child splashing in the water	y	4
A young child is watering a plant with splashes	A young child is splashing in the water	y	3.5
The small child is wading through the water and is being guided by another person	A young child is watering a plant with splashes	n	2
The small child is wading through the water and is being guided by another person	A young child is splashing in the water	y	3.5
A woman is looking curiously at a man	A man is being curiously looked at by a woman	y	4.4
A woman is looking curiously at a man	A man and a woman are outside and are wearing light colored shirts	n	1.6
A man is being curiously looked at by a woman	A man and a woman are in a beige room, wearing dark colored shirts and a monitor is in the background	y	2.7
A woman is ignoring a man	A man and a woman are in a beige room, wearing dark colored shirts and a monitor is in the background	n	1.9
A woman is looking curiously at a man	A man and a woman are in a beige room, wearing dark colored shirts and a monitor is in the background	n	2.4
The little dog is grabbing the bedroom slipper with its mouth funnily	The little dog is grabbing the bedroom slipper with its mouth	y	4.8
A brown dog is looking closely at a brown and white dog	A brown dog is staring attentively at a brown and white dog	y	4.8
A brown dog is staring attentively at a brown and white dog	The little dog is grabbing the bedroom slipper with its mouth funnily	n	2.5
A brown dog is staring attentively at a brown and white dog	The little dog is dropping the bedroom slipper from its mouth	n	2.4
A person in a blue jacket is jumping off of a tall cement wall	A person in a blue colored jacket is jumping off of a tall cement wall	y	4.9
A person in a blue colored jacket is jumping off of a tall cement wall	The man is performing a large jump	y	3.4
A person in a blue jacket is jumping off of a tall cement wall	The man is not performing a large jump	y	2.735
A woman in jeans is sitting on the saddle of a horse	A woman in jeans is standing near a horse with a saddle	y	3.5
A person wearing jeans is sitting on top of a horse saddle	There is no person wearing jeans sitting on top of a horse saddle	y	3.7
The woman in jeans is sitting on the saddle of a horse	A person wearing jeans is sitting on top of a horse saddle	y	4.3
A woman in jeans is sitting on the saddle of a horse	A person wearing jeans is sitting on top of a horse saddle	y	4.3
The brown dog and the red dog are frolicking on the beach	A brown dog and a red dog are frolicking on the beach	y	4.9
A brown dog and a red dog are sitting sadly on the beach	A brown dog and a red dog are frolicking on the beach	y	3.9
The brown dogs are playfully fighting on the sandy beach	The brown dogs are playfully fighting on the sandy shore	y	4.8
The brown dogs are playfully fighting on the sandy beach	The brown dogs are not playfully fighting on the sandy beach	y	3.7
The brown dogs are not playfully fighting on the sandy beach	A brown dog and a red dog are frolicking on the beach	y	3.6
The man is standing steadily next to a birdcage	The man is standing next to a bird cage	y	4.5
The man is sitting next to a birdcage	The man is standing next to a bird cage	y	4.5
There is no man standing beside a large and colorful birdcage	A man is standing beside a large and colorful birdcage	y	4.6
A man is standing beside a birdcage which is large and colorful	The man is standing next to a bird cage	y	4.6
The man is standing steadily next to a birdcage	A man is standing beside a large and colorful birdcage	y	4.4
A man is standing beside a large and colorful birdcage	The man is sitting next to a birdcage	y	3.2
One brown and black dog is running through the leaves	A brown and black dog is running through the leaves	y	4.8
A brown and black dog is running through the leaves	A dog and a black man are running through brown leaves	y	3.4
A dog in a colored coat is running swiftly across the yard	A dog in a colored coat is running across the yard	y	4.3
There is no dog in a colored coat running across the yard	A dog in a colored coat is running across the yard	y	3.7
A dog in a colored coat is running across the yard	A dog in the yard is running across colored coats	y	3.3
A brown and black dog is running through the leaves	There is no dog in a colored coat running across the yard	y	3.1
A dog in the yard is running across colored coats	A brown and black dog is running through the leaves	y	2.6
A dog in a colored coat is running across the yard	A dog and a black man are running through brown leaves	y	3.3
A black and white dog is holding a baseball in its mouth	A black and white dog is dropping a baseball from its mouth	y	4.1
A dog, which has a brown and white coat, is holding a baseball in its mouth	A black and white dog is holding a baseball in its mouth	y	4.1
A black and white dog is holding a baseball in its mouth	A brown and white dog is holding a baseball in its mouth	y	3.4
A boy wearing red shorts is jumping into a paddling pool	A kid wearing red shorts is jumping into a paddling pool	y	4.6
A boy, who looks young and is wearing a red swimsuit, is jumping into a blue kiddies pool	A boy wearing red shorts is jumping into a paddling pool	y	4
A boy wearing red shorts is jumping into a paddling pool	A young boy wearing a red swimsuit is jumping out of a blue kiddies pool	y	3.4
A group of dogs are resting without muzzles	A group of dogs are racing and have muzzles on their noses	y	3.1
A group of racing dogs is wearing striped uniforms and is running down a track	A group of dogs bred for racing is wearing striped uniforms and is running down a track	y	4.7
A group of racing dogs is wearing striped uniforms and is running down a track	There is no group of racing dogs wearing striped uniforms and running down a track	y	4
A group of dogs are racing and have muzzles on their noses	A group of dogs bred for racing is wearing striped uniforms and is running down a track	y	3.4
Two people are walking near the water	Two people are wading through the water	y	3.5
Two people are standing in the ocean and watching the sunset	Two people are standing in the ocean and looking at the sunset	y	5
Two people are standing in the ocean and looking at the sunset	Two people are wading through the water	y	3.3
Two people are walking near the water	Two people are standing in the ocean and watching the sunset	y	3.4
A race car driver is standing up and is fiercely pointing his hand at the sky	A race car driver is standing up and pointing his hand at the sky	y	4.6
The person in the blue jacket is wearing a colorful helmet	A person in a blue jacket is wearing a colorful helmet	y	5
The person in the blue jacket is putting down a colorful helmet	The person in the blue jacket is wearing a colorful helmet	y	3.3
A race car driver is standing up and pointing his hand at the sky	The person in the blue jacket is putting down a colorful helmet	n	1.7
The person in the blue jacket is wearing a colorful helmet	A race car driver is sitting down and is motionless	n	1.3
A race car driver is standing up and pointing his hand at the sky	The person in the blue jacket is wearing a colorful helmet	n	1.8
A boy and a girl in swimsuits are wearing arm floats	A boy and a girl in swimsuits are wearing floats for their arms	y	4.9
The boy and the girl are playing and wearing arm floats	The boy and the girl are not playing and wearing arm floats	y	3.6
A boy and a girl in swimsuits are wearing arm floats	The boy and the girl are playing and wearing arm floats	y	4.4
A woman in a yellow dyed shirt is surfing on a pink surfboard	A woman in a yellow shirt is surfing on a pink surfboard	y	4.6
A woman in a yellow shirt is surfing on a pink surfboard	There is no woman in a yellow shirt surfing on a pink surfboard	y	3.2
A surfer is falling off the wave	A surfer is riding the wave	y	3.8
A surfer is riding the wave	A rider is waving at a surfer	n	2.4
The wave is being ridden by a surfer	A woman in a yellow shirt is surfing on a pink surfboard	y	3.6
A rider is waving at a surfer	A woman in a yellow shirt is surfing on a pink surfboard	y	3
A woman in a yellow dyed shirt is surfing on a pink surfboard	A surfer is riding the wave	y	3.5
A surfer is riding the wave	There is no woman in a yellow shirt surfing on a pink surfboard	n	2.2
Four people are sitting on a low cement ledge	Some people are sitting on a low cement ledge	y	4.5
The group of people is sitting on a ledge which is rocky and a scenic view is behind them	The group of people is sitting on a rocky ledge and a scenic view is behind them	y	5
The group of people is sitting on a rocky ledge and a scenic view is behind them	The group of people is not sitting on a rocky ledge with a scenic view behind them	y	3.9
The group of people is sitting on a ledge which is rocky and a scenic view is behind them	Four people are sitting on a low cement ledge	y	3.3
The group of people is not sitting on a rocky ledge with a scenic view behind them	Four people are sitting on a low cement ledge	y	2.7
The group of people is sitting on a rocky ledge and a scenic view is behind them	Four people are sitting on a low cement ledge	y	3.2
Two girls are laughing and other girls are watching them	There is no girl laughing and there is no other girl watching	y	3.2
A group of Asian girls are standing together	The group of Asian girls are standing together	y	4.9
A group of Asian girls are standing by themselves	A group of Asian girls are standing together	y	3.7
A group of Asian girls are standing by themselves	Two girls are laughing and other girls are watching them	n	2.1
A group of Asian girls are standing together	Two girls are laughing breathlessly and other girls are watching them	n	2.4
There is no girl laughing and there is no other girl watching	A group of Asian girls are standing together	n	1.8
A group of Asian girls are standing together	Two girls are laughing and other girls are watching them	n	2.4
A bicyclist is holding a bike over his head in a group of people	A lone bicyclist is putting down a bike	y	3.1
A cold cyclist is celebrating	There is no cold cyclist celebrating	y	4
Something is being celebrated by a cold cyclist	A bicyclist is holding a bike over his head in a group of people	y	3.2
A cold cyclist is celebrating	A bike is being held over his head by a bicyclist in a group of people	n	2.3
A lone bicyclist is putting down a bike	A cold cyclist is celebrating	y	3
A cold cyclist is celebrating	A bicyclist is holding a bike over his head in a group of people	y	3.1
A man is sitting peacefully on a boat in front of the sunset near a flag	A man is sitting on a boat in font of the sunset, near a flag	y	4.3
A man is on a ship in front of the sunset	A man is on a boat in front of the sunset	y	4.6
There is no man on a boat in front of the sunset	A man is on a boat in front of the sunset	y	3.2
A man is sitting peacefully on a boat in front of the sunset near a flag	A man is on a boat in front of the sunset	y	4.5
The crowd is not watching two racing cars that are leaving the starting line	The crowd is watching two racing cars that are leaving the starting line	y	3.5
The crowd is watching two cars designed for racing that are leaving the starting line	People at a drag race are looking at the flames that are coming out of the cars	y	3.4
A big dog and a small white dog are playing together	A big dog and a small dog with a white coat are playing together	y	4.5
A big dog and a small white dog are walking past each other	A big dog and a small white dog are playing together	y	3.9
Two dogs are playing together on the grass	A big dog and a small dog with a white coat are playing together	y	3.8
Two dogs are cheerfully playing together on the grass	A big dog and a small white dog are playing together	y	4.1
A dog, which is brown, is jumping in the air	A brown dog is jumping in the air	y	4.9
A malnourished looking dog is standing on its hind legs and preparing to jump	The malnourished looking dog is standing on its hind legs and is preparing to jump	y	5
A healthy looking dog is lying on the ground	A malnourished looking dog is standing on its hind legs and preparing to jump	y	3
The malnourished looking dog is standing on its hind legs and is preparing to jump	A brown dog is jumping in the air	y	2.9
A brown dog is sitting down	A malnourished looking dog is standing on its hind legs and preparing to jump	n	2.5
The cop is sitting on a police bike	The cop is sitting on a police bicycle	y	4.8
The cop is not sitting on a police bike	The cop is sitting on a police bike	y	3.5
A policeman is sitting tiredly on a motorcycle	A policeman is sitting on a motorcycle	y	4.6
A policeman is sitting tiredly on a motorcycle	The cop is sitting on a police bike	y	4.1
A policeman is sitting on a motorcycle	The cop is sitting on a police bike	y	4.2
Two women are wearing bikinis on the sandy beach	Two women are wearing bikinis on the beach which is sandy	y	4.9
Two women are wearing bikinis on the sandy beach	Two women are wearing bikinis and walking on the sand	y	4.4
Two women are wearing bikinis and are walking on the sand	There are no women wearing bikinis on the sandy beach	y	3.5
Two women are wearing bikinis and are walking on the sand	Two women are wearing bikinis on the sandy beach	y	4.3
A dog with a golden coat is swimming clumsily through the water	A dog is swimming in a lake and the sun is shining on him	y	3.3
A black dog is sitting in the grass and keeping its mouth closed	A black dog is running in the grass and its tongue is hanging out	y	3.6
A black dog is hanging out in the grass and running with its tongue out	A black dog is running in the grass	y	4.8
The cheerleaders are parading and wearing uniforms which are black, pink and white	The cheerleaders are parading and wearing black, pink and white uniforms	y	4.8
A large group of cheerleaders is walking in a parade	Many cheerleaders are walking in a parade	y	4.8
A large group of cheerleaders is walking in a parade	There is no large group of cheerleaders walking in a parade	y	4.4
Many cheerleaders are walking in a parade	The cheerleaders are parading and wearing black, pink and white uniforms	y	3.6
There is no large group of cheerleaders walking in a parade	The cheerleaders are parading and wearing black, pink and white uniforms	y	3.7
A large group of cheerleaders is walking in a parade	The cheerleaders are not parading and are not wearing black, pink and white uniforms	y	3.5
The man is sitting outside under a purple umbrella	The man is sitting outdoors under a purple umbrella	y	5
A shoeless woman is sitting on a blanket under a lavender umbrella	A woman, who is shoeless, is sitting on a blanket under a lavender umbrella	y	4.8
A shoeless woman is sitting on a blanket under a lavender umbrella	A shoeless woman is standing over a blanket near a lavender umbrella	y	3.8
A woman, who is shoeless, is sitting on a blanket under a lavender umbrella	The man is sitting outside under a purple umbrella	n	1.8
A shoeless woman is standing over a blanket near a lavender umbrella	The man is sitting outside under a purple umbrella	y	2.835
A shoeless woman is sitting on a blanket under a lavender umbrella	The man is sitting outside under a purple umbrella	y	3
The woman is playing with two young boys at a park	A woman is playing with two young boys at a park	y	5
A woman is playing with two young boys at a park	There is no woman playing with two young boys at a park	y	4.3
A lady is standing near three children	A woman is standing near three children	y	4.9
A woman is standing near three children	There is no woman standing near three children	y	3.7
A woman is playing with two young boys at a park	A lady is standing near three children	y	3
There is no woman standing near three children	A woman is playing with two young boys at a park	y	2.7
A woman is standing near three children	There is no woman playing with two young boys at a park	n	2.1
A yellow dog is stopping on white snow on a sunny day	A yellow dog is running on white snow on a sunny day	y	3.5
A tan dog is running through the snow	A dog, which is tan, is running through the snow	y	4.9
A tan dog is resting in the snow	A tan dog is running through the snow	y	3.7
A yellow dog is running on white snow on a sunny day	A dog, which is tan, is running through the snow	y	3.8
A yellow dog is running on white snow on a very sunny day	A tan dog is running through the snow	y	3
A girl is wearing jeans and a pink shirt and is running	A girl is running with a pink shirt and is not wearing jeans	y	3.9
The little girl in a pink shirt is running under a tree in the desert	A little girl in a pink shirt is running under a tree in the desert	y	4.9
The little girl in a pink shirt is running under a tree in the desert	A girl is running with a pink shirt and is not wearing jeans	y	3.2
A girl is wearing jeans and a pink shirt and is running	The little girl in a pink shirt is running under a tree in the desert	y	3.8
The white dog wearing reindeer ears is close to a brown dog	The white dog wearing reindeer ears is near a brown dog	y	4.9
The white dog wearing reindeer ears is near a brown dog	The white dog is not wearing reindeer ears and isn't near a brown dog	y	3.6
The white reindeer wearing dog ears is near a brown reindeer	The white dog wearing reindeer ears is near a brown dog	y	3.3
A white dog is wearing a Christmas reindeer headband and is playing with a brown dog in the grass	A white dog is wearing a Christmas reindeer headband and is playing with a dog with a brown coat in the grass	y	4.5
The white dog wearing reindeer ears is close to a brown dog	A white dog is wearing a Christmas reindeer headband and is playing with a brown dog in the grass	y	4.2
A white dog is wearing a Christmas reindeer headband and is playing with a brown dog in the grass	The white dog wearing reindeer ears is near a brown dog	y	4.4
A child, who is young, is riding a bike on a rough dirt path	A young child is riding a bike on a rough dirt path	y	4.9
A young child is walking with a bike on a rough dirt path	A young child is riding a bike on a rough dirt path	y	3.7
The young boy is riding a dirt bike through the mud	A young boy is riding a dirt bike through the mud	y	4.9
A young boy is riding a dirt bike through the mud	There is no young boy riding a dirt bike through the mud	y	3.7
A young child is riding a bike on a rough dirt path	The young boy is riding a dirt bike through the mud	y	3.8
A young child is walking with a bike on a rough dirt path	A young boy is riding a dirt bike through the mud	y	3.4
The woman in a red costume is leaning against a wall made of bricks and playing an instrument	The woman in a red costume is leaning against a brick wall and playing an instrument	y	4.8
The woman in a red costume is leaning against a wall made of bricks and playing an instrument	A woman in a red dress is playing an instrument	y	4
The woman in a red costume is not leaning against a brick wall and is not playing an instrument	A woman in a red dress is playing an instrument	y	3.9
A woman in a red dress is putting away an instrument	The woman in a red costume is leaning against a brick wall and playing an instrument	y	3.1
A woman in a red dress is playing an instrument	The woman in a red costume is leaning against a brick wall and playing an instrument	y	4
A young child is wearing a white coat and playing a game	A child, who is young, is wearing a white coat and playing a game	y	4.9
A young gamer is playing with a child wearing a white coat	A young child is wearing a white coat and playing a game	y	3.635
The child is playing with toys outdoors	There is no young child wearing a white coat and playing a game	y	2.7
The child is delightedly playing with toys outdoors	A young child is wearing a white coat and playing a game	y	2.8
A young child is wearing a white coat and playing a game	The child is playing with toys indoors	y	3
The man is wearing a wetsuit and is riding a surfboard	The person is wearing a wetsuit and is riding a surfboard	y	4.5
A surfer is leaning on a surfboard	The surfer is leaning on a surfboard	y	5
There is no surfer leaning on a surfboard	The man is wearing a wetsuit and is riding a surfboard	y	3
A surfer is leaning the surfboard against a wall	The man is wearing a wetsuit and is riding a surfboard	y	2.6
The man is wearing a wetsuit and is riding a surfboard	A surfer is leaning on a surfboard	y	3.4
A waterfall is flowing calmly into a shallow pool	A waterfall is flowing into a shallow pool	y	4.5
A waterfall is flowing out of a shallow pool	A waterfall is flowing into a shallow pool	y	3.5
A waterfall is flowing into a shallow pool	The people are walking on the road beside a waterfall, which is beautiful	n	2.5
The people are walking on the road beside a beautiful waterfall	A waterfall is flowing calmly into a shallow pool	y	2.7
A dog is herding a group of white sheep on a dusty farm	A dog is herding a pack of white sheep on a dusty farm	y	5
A sheepdog is grouping a herd of sheep	The sheepdog is grouping a herd of sheep	y	5
A sheepdog is grouping a herd of sheep	A dog is scattering a pack of white sheep on a dusty farm	y	3.6
The male, who is dark skinned, is standing on one hand in front of a yellow building	The dark skinned male is standing on one hand in front of a yellow building	y	5
The dark skinned male is standing on one hand in front of a yellow building	The dark skinned male is not standing on one hand in front of a yellow building	y	4
A black man is skillfully break dancing on the pavement	A black man is break dancing on the pavement	y	4.7
The male, who is dark skinned, is standing on one hand in front of a yellow building	A black man is break dancing on the pavement	y	2.7
The dark skinned male is not standing on one hand in front of a yellow building	A black man is break dancing on the pavement	y	3
A person who rides bikes, in a black and red uniform, is standing on a dirt bike	A bike rider in a black and red uniform is standing on a dirt bike	y	4.8
A bike rider in a black and red uniform is standing on a dirt bike	A black bike rider in a red bike uniform is standing in the dirt	y	3.7
A person is riding a bike	A person who rides bikes, in a black and red uniform, is standing on a dirt bike	y	3
A bike rider in a black and red uniform is jumping down off a dirt bike	A person is riding a bike	y	3.8
A bike is being ridden by a person	A bike rider in a black and red uniform is standing on a dirt bike	y	3.4
There is no person riding a bike	A bike rider in a black and red uniform is standing on a dirt bike	y	3.5
A man in a purple suit is standing by a purple case and is playing a guitar	A man in a purple colored suit is standing by a purple case and is playing a guitar	y	4.9
The man is playing the guitar and has the guitar case open for donations	The man is putting away the guitar in the guitar case	y	2.9
A man in a purple suit is standing by a purple case and is playing a guitar	The man is putting away the guitar in the guitar case	y	3.4
A man in a purple colored suit is standing by a purple case and is playing a guitar	The man is playing the guitar and has the guitar case open for donations	y	3.7
A couple is sitting on a patio and looking at the ocean	Some adults are sitting in the chairs and are watching the ocean	y	4
Nobody is sitting in the chairs and watching the ocean	A couple is sitting on a patio and looking at the ocean	y	3
A small boy in a yellow shirt is laughing on the beach	There is no small boy in a yellow shirt laughing on the beach	n	2.3
The little boy is wearing a yellow tank top and is laughing	A little boy is wearing a yellow tank top and is laughing	y	5
A small boy in a yellow shirt is laughing on the beach	A little boy is topless and is serious	y	2.6
A small boy in a shirt, which is yellow, is laughing on the beach	A little boy is wearing a yellow tank top and is laughing	y	4.265
The orange rescue boat is not rushing across the water	The orange rescue boat is rushing across the water	y	3.2
Two men are riding an orange raft on the shore	Two men are getting off of an orange raft on the shore	y	4.2
Two men are getting off of an orange raft on the shore	The orange rescue boat is rushing across the water	y	3
Two men are riding an orange raft on the shore	The orange rescue boat is rushing across the water	y	3.4
A dog with really long hair and a red vest is running in the grass	A dog with long hair and a red vest is running in the grass	y	4.7
A dog with long hair and a red vest is sitting in the grass	A dog with long hair and a red vest is running in the grass	y	4.1
The dog in the dyed red vest is running in the field	The dog in the red vest is running in the field	y	4.5
The dog in the red vest is not running in the field	The dog in the red vest is running in the field	y	3.7
A person is standing in a vast field of glacial ice	One person is standing in a vast field of glacial ice	y	4.8
A person is standing in a vast field of glacial ice	There is no person standing in a vast field of glacial ice	y	3.1
The person is not standing on white ice	The person is standing on white ice	y	3.6
A woman is swiftly snowboarding down an incline and another woman is standing behind her	A woman is snowboarding down an incline and another woman is standing behind her	y	4.9
A woman is snowboarding down an incline and another woman is standing behind her	There is no woman snowboarding down an incline and there is no other woman standing behind her	y	4.3
A blond boy is sliding down a sand dune on a skateboard	There is no woman snowboarding down an incline and there is no other woman standing behind her	n	2
The man is taking a picture of himself and another guy	A picture of himself and another guy is being taken by the man	y	4.4
The man is not taking a picture of himself and another guy	The man is taking a picture of himself and another guy	y	3.7
A man is holding up an electronic device	A person is holding up an electronic device	y	4.5
An electronic man is held as a device	A man is holding up an electronic device	n	2.5
The man is taking a picture of himself and another guy	A person is holding up an electronic device	y	3.1
A little black dog is chasing a little brown dog	A dog, which is little and black, is chasing a little brown dog	y	4.8
The brown dog and the black dog are in the grass	A brown dog and a black dog are in the grass	y	4.9
The brown dog and the black dog are in the grass	A little black dog is chasing a little brown dog	y	3.2
A brown dog and a black dog are far from the grass	A little black dog is chasing a little brown dog	n	2.5
There is no little black dog chasing a little brown dog	A brown dog and a black dog are in the grass	y	3.3
A little black dog is chasing a little brown dog	A brown dog and a black dog are in the grass	y	3.4
A girl is surrounding brown dressed children who are closing the eyes	A girl in a brown dress is being surrounded by children and is closing her eyes	y	3.9
A girl in a brown dress is being surrounded by children and is closing her eyes	The sun is not shining on the face of the girl who is in a yellow dress	n	1.9
Women are not wearing bunny ears and race numbers and are not pointing at something in the distance	Women are wearing bunny ears and race numbers and are pointing at something in the distance	y	3.7
Several women are wearing pink bunny ears and are pointing to the right	Several women are taking off pink bunny ears and are pointing to the left	y	3.6
Women are wearing bunny ears and race numbers and are pointing at something in the distance	A group of women are wearing pink bunny ears and are pointing to the right	y	3.9
Several women are taking off pink bunny ears and are pointing to the left	Women are wearing bunny ears and race numbers and are pointing at something in the distance	y	3.4
Several women are wearing pink bunny ears and are pointing to the right	Women are not wearing bunny ears and race numbers and are not pointing at something in the distance	y	3.4
Women are wearing bunny ears and race numbers and are pointing at something in the distance	Several women are wearing pink bunny ears and are pointing to the right	y	3.8
The ice hockey goalkeeper is wearing a yellow jersey and is defending the goal	The ice hockey goalkeeper is not wearing a yellow jersey and is not defending the goal	y	3.3
The goal is being guarded by a hockey player in a yellow jersey	The ice hockey goalkeeper is wearing a yellow jersey and is defending the goal	y	4.9
The ice hockey goalkeeper is wearing a yellow jersey and is defending the goal	A hockey player in a yellow jersey is guarding the goal	y	4.6
A child, who looks young, is standing in front of some trees	A young child is standing in front of some trees	y	4.9
The small boy is standing in the forest	A small boy is standing in the forest	y	5
A small boy is standing in the forest	A small boy is sitting in the forest	y	3.5
The small boy is standing in the forest	A young child is standing in front of some trees	y	4
A child, who looks young, is standing in front of some trees	A small boy is standing in the forest	y	3.6
A small boy is standing in the forest	A young child is standing in front of some trees	y	3.7
Two people are looking at a statue made of gold	Two people are looking at a gold statue	y	4.5
Two young men are cheerfully playing outside near a golden statue	Two young men are playing outside near a golden statue	y	4.4
Two young men are sitting outside near a golden statue	Two young men are playing outside near a golden statue	y	3.7
Two young men are cheerfully playing outside near a golden statue	Two people are looking at a gold statue	y	3.2
Two people are looking at a gold statue	Two young men are playing outside near a golden statue	y	3.3
The bicyclist is riding on a city street	The bicyclist is not riding on a city street	y	4.2
